epoch,OA,P,R,KC,F1,AUC
83,0.93395359,0.685254218,0.821364411,0.709532939,0.747161115,0.964267876
84,0.93441331,0.686839577,0.82339122,0.711575921,0.748942054,0.964605384
85,0.934856611,0.688518917,0.824865263,0.713435997,0.750550118,0.965039565
86,0.935130254,0.689655172,0.825464093,0.714513986,0.751472962,0.965258002
87,0.935135727,0.689769358,0.82518771,0.714469913,0.751426174,0.965291093
88,0.9351412,0.689942197,0.824727072,0.714383842,0.751337628,0.965356238
89,0.93517951,0.689981897,0.82518771,0.714620712,0.751552274,0.965450516
90,0.935305385,0.690505549,0.825464093,0.715117329,0.751977508,0.965570573
91,0.93540937,0.690878964,0.825878668,0.715569997,0.752370961,0.965713685
92,0.935617338,0.691625882,0.826707817,0.716475384,0.753157917,0.965875485
93,0.935562609,0.691418442,0.826523562,0.716244801,0.752958456,0.965870181
94,0.935825306,0.69231362,0.827721222,0.717422376,0.753986237,0.96607229
95,0.936345228,0.694181118,0.829794095,0.719685973,0.755953755,0.966437838
96,0.936635289,0.694969401,0.831728776,0.72112215,0.757223737,0.966645575
97,0.937023862,0.696540032,0.832742181,0.722694827,0.758575835,0.966957474
98,0.937242776,0.69746279,0.833202819,0.723557202,0.759314065,0.967148976
99,0.937374124,0.698032407,0.833433138,0.724064786,0.759747213,0.967324741
100,0.937434326,0.698267546,0.833617394,0.724314834,0.759963045,0.967484386
101,0.937603984,0.699011507,0.833893777,0.724966332,0.760518411,0.967628227
102,0.93757662,0.699045632,0.833387074,0.724759659,0.7603278,0.967671492
103,0.937456217,0.698574574,0.833018564,0.72425921,0.75989579,0.96763111
104,0.937242776,0.697691476,0.832511861,0.723404694,0.759162414,0.967522537
105,0.9371169,0.697239915,0.832005159,0.722855008,0.758684421,0.967439296
106,0.937105954,0.697216539,0.831913031,0.722796572,0.758632278,0.967385215
107,0.936941769,0.696622274,0.831268138,0.72208315,0.758012349,0.967238051
108,0.936679072,0.695665599,0.830254733,0.720945891,0.757024655,0.967049676
109,0.936345228,0.694330891,0.829333456,0.719582926,0.755851298,0.966829824
110,0.936142732,0.693475664,0.828918882,0.718789084,0.755172269,0.966676074
111,0.936071585,0.693441358,0.827951541,0.71832568,0.754750257,0.96669716
112,0.936038748,0.693370379,0.827675158,0.718149908,0.754593369,0.966750444
113,0.936153678,0.693768088,0.82818186,0.718661528,0.755039476,0.966844865
114,0.936274081,0.694162583,0.82878069,0.719212732,0.755521962,0.966976143
115,0.936492995,0.694783916,0.830162605,0.720280154,0.75646407,0.967133053
116,0.936991025,0.696454721,0.832511861,0.722529843,0.758429678,0.967581062
117,0.937456217,0.697917068,0.834999309,0.724694737,0.760328845,0.967963896
118,0.937751751,0.698956609,0.836243033,0.72599562,0.761461348,0.968218629
119,0.937784588,0.698766002,0.837302501,0.726341203,0.761787016,0.968352018
120,0.937779116,0.69849497,0.838039523,0.726482782,0.761930688,0.968405607
121,0.937904991,0.699112324,0.838039523,0.72692092,0.76229783,0.968527743
122,0.937937828,0.699304194,0.837947395,0.72701524,0.762373748,0.968574105
123,0.937954247,0.69958436,0.837348565,0.72694213,0.76229216,0.968553673
124,0.937795534,0.699110615,0.836427288,0.726188343,0.761629126,0.968470288
125,0.937669658,0.698736712,0.835690267,0.725588905,0.761101672,0.968344962
126,0.93730845,0.6973745,0.834446543,0.7240595,0.759777708,0.968149921
127,0.936969133,0.696060326,0.833387074,0.722647474,0.758558521,0.967906418
128,0.93661887,0.694694348,0.832327606,0.721198361,0.75730841,0.967685497
129,0.936410902,0.693889316,0.831682712,0.720334876,0.756563096,0.967535312
130,0.936219352,0.692942396,0.831728776,0.719682762,0.756018926,0.967451128
131,0.936186515,0.692561223,0.832419734,0.719723469,0.756077152,0.967416636
132,0.936191988,0.692381317,0.833064628,0.719886105,0.756235757,0.967409806
133,0.936328809,0.692822967,0.833755585,0.72051234,0.756783878,0.967523056
134,0.93654225,0.693739943,0.834124096,0.721331864,0.757482588,0.967714063
135,0.936766637,0.694741687,0.834400479,0.722169609,0.758193462,0.967896424
136,0.936908932,0.695375168,0.834584734,0.722703309,0.75864668,0.968044004
137,0.937127846,0.696172892,0.835413884,0.723645205,0.759463987,0.968207303
138,0.937324869,0.696773203,0.836519416,0.724571834,0.760277987,0.968384018
139,0.937549256,0.697521866,0.837578884,0.72558307,0.761161228,0.968542531
140,0.938123905,0.699314097,0.840665162,0.728252642,0.763502489,0.968988044
141,0.938512478,0.700574493,0.842599843,0.730023488,0.765051549,0.969349536
142,0.938758757,0.701320574,0.843981759,0.731178708,0.766065978,0.969588817
143,0.938933888,0.701793979,0.845133355,0.732035794,0.766822703,0.969751952
144,0.938911996,0.701547869,0.845547929,0.732047662,0.766846305,0.969805538
145,0.938868214,0.701271915,0.845732185,0.731934112,0.766757152,0.96979171
146,0.938758757,0.700813256,0.845501866,0.731503262,0.766388309,0.969727996
147,0.93857268,0.699965671,0.84531761,0.730815482,0.765805617,0.96961629
148,0.93822789,0.698514286,0.844626653,0.729467789,0.764653141,0.969471642
149,0.937757224,0.696756263,0.843014418,0.727486175,0.762939031,0.969227402
